id,name
4689,yahoo
8267,aeon
8056,unisys
3048,biccamera
3382,sevenandi
9020,jreast
9433,kddi
2138,cruise
6702,fujitsu
2502,asahi
7980,shigematsu
4364,manac
4523,eisai
4574,taikomed
7965,zojirushi
6445,janome
6630,yaman
9843,nitori
3658,ebook
7463,advan
6758,sony
7974,nintendo
9983,fastretailing
